"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",120,104,85.38,"4.2e-05"
"2","GO:0019901","protein kinase binding",403,317,286.72,"0.00027"
"3","GO:0005200","structural constituent of cytoskeleton",37,35,26.32,"0.00041"
"4","GO:0003729","mRNA binding",195,158,138.74,"0.00092"
"5","GO:0005524","ATP binding",703,535,500.16,"0.00111"
"6","GO:0031267","small GTPase binding",184,148,130.91,"0.00237"
"7","GO:0008092","cytoskeletal protein binding",524,401,372.81,"0.00239"
"8","GO:0005085","guanyl-nucleotide exchange factor activity",112,93,79.68,"0.00246"
"9","GO:0046961","proton-transporting ATPase activity, rotational mechanism",17,17,12.09,"0.00304"
"10","GO:0140096","catalytic activity, acting on a protein",1062,808,755.58,"0.00315"
"11","GO:0005096","GTPase activator activity",139,113,98.89,"0.00387"
"12","GO:0098918","structural constituent of synapse",29,27,20.63,"0.00405"
"13","GO:0140142","nucleocytoplasmic carrier activity",22,21,15.65,"0.00549"
"14","GO:0019888","protein phosphatase regulator activity",43,38,30.59,"0.00641"
"15","GO:0019904","protein domain specific binding",463,353,329.41,"0.00643"
"16","GO:0004386","helicase activity",71,60,50.51,"0.00658"
"17","GO:0035254","glutamate receptor binding",52,45,37,"0.00741"
"18","GO:0031625","ubiquitin protein ligase binding",187,148,133.04,"0.00765"
"19","GO:0004674","protein serine/threonine kinase activity",242,189,172.18,"0.00802"
"20","GO:0060589","nucleoside-triphosphatase regulator activity",271,225,192.81,"0.00904"
