"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",422,340,299.59,"2.4e-06"
"2","GO:0014069","postsynaptic density",331,270,234.99,"4.2e-06"
"3","GO:0022625","cytosolic large ribosomal subunit",49,47,34.79,"1.1e-05"
"4","GO:0008021","synaptic vesicle",180,152,127.79,"1.6e-05"
"5","GO:0005829","cytosol",1868,1407,1326.16,"4.2e-05"
"6","GO:0042788","polysomal ribosome",29,29,20.59,"4.7e-05"
"7","GO:0048471","perinuclear region of cytoplasm",391,309,277.59,"0.00013"
"8","GO:0098685","Schaffer collateral - CA1 synapse",98,85,69.57,"0.00018"
"9","GO:0022627","cytosolic small ribosomal subunit",39,37,27.69,"0.00022"
"10","GO:0000785","chromatin",283,224,200.91,"0.00096"
"11","GO:0030425","dendrite",528,405,374.85,"0.00131"
"12","GO:0000118","histone deacetylase complex",44,40,31.24,"0.00135"
"13","GO:0000421","autophagosome membrane",19,19,13.49,"0.00148"
"14","GO:0098800","inner mitochondrial membrane protein complex",91,77,64.6,"0.00181"
"15","GO:0030424","axon",510,399,362.07,"0.00345"
"16","GO:0005622","intracellular anatomical structure",6096,4410,4327.77,"0.00347"
"17","GO:0030426","growth cone",167,134,118.56,"0.00393"
"18","GO:0010494","cytoplasmic stress granule",44,39,31.24,"0.00480"
"19","GO:0005856","cytoskeleton",1041,778,739.04,"0.00492"
"20","GO:0032589","neuron projection membrane",53,46,37.63,"0.00562"
