"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099055","integral component of postsynaptic membrane",122,5,0.74,"0.00079"
"2","GO:0034704","calcium channel complex",34,3,0.21,"0.00109"
"3","GO:0033017","sarcoplasmic reticulum membrane",11,2,0.07,"0.00191"
"4","GO:0098982","GABA-ergic synapse",90,4,0.55,"0.00206"
"5","GO:0043005","neuron projection",963,13,5.84,"0.00353"
"6","GO:0099059","integral component of presynaptic active zone membrane",17,2,0.1,"0.00461"
"7","GO:0030424","axon",510,8,3.09,"0.01048"
"8","GO:0099060","integral component of postsynaptic specialization membrane",76,3,0.46,"0.01075"
"9","GO:0005874","microtubule",226,5,1.37,"0.01131"
"10","GO:0042383","sarcolemma",78,3,0.47,"0.01154"
"11","GO:0014701","junctional sarcoplasmic reticulum membrane",2,1,0.01,"0.01210"
"12","GO:0098948","intrinsic component of postsynaptic specialization membrane",82,3,0.5,"0.01321"
"13","GO:0016939","kinesin II complex",3,1,0.02,"0.01809"
"14","GO:0099634","postsynaptic specialization membrane",100,3,0.61,"0.02237"
"15","GO:0036477","somatodendritic compartment",708,9,4.3,"0.02384"
"16","GO:0005930","axoneme",42,2,0.25,"0.02655"
"17","GO:0097014","ciliary plasm",42,2,0.25,"0.02655"
"18","GO:0005881","cytoplasmic microtubule",43,2,0.26,"0.02774"
"19","GO:0099512","supramolecular fiber",401,6,2.43,"0.03262"
"20","GO:0099081","supramolecular polymer",403,6,2.44,"0.03332"
