"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099056","integral component of presynaptic membrane",78,55,40.73,"0.00072"
"2","GO:0016607","nuclear speck",195,124,101.82,"0.00075"
"3","GO:0005814","centriole",61,43,31.85,"0.00272"
"4","GO:0035102","PRC1 complex",9,9,4.7,"0.00287"
"5","GO:0014069","postsynaptic density",331,205,172.83,"0.00300"
"6","GO:0099055","integral component of postsynaptic membrane",122,79,63.7,"0.00321"
"7","GO:0097539","ciliary transition fiber",8,8,4.18,"0.00550"
"8","GO:0036064","ciliary basal body",76,51,39.68,"0.00584"
"9","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",15,13,7.83,"0.00596"
"10","GO:0034704","calcium channel complex",34,25,17.75,"0.00912"
"11","GO:0098839","postsynaptic density membrane",79,52,41.25,"0.00963"
"12","GO:0098978","glutamatergic synapse",422,244,220.34,"0.00985"
"13","GO:0008328","ionotropic glutamate receptor complex",46,32,24.02,"0.01252"
"14","GO:0000792","heterochromatin",46,32,24.02,"0.01252"
"15","GO:0098878","neurotransmitter receptor complex",46,32,24.02,"0.01252"
"16","GO:0036477","somatodendritic compartment",708,396,369.67,"0.02016"
"17","GO:0035869","ciliary transition zone",29,21,15.14,"0.02156"
"18","GO:0005891","voltage-gated calcium channel complex",21,16,10.96,"0.02173"
"19","GO:0032391","photoreceptor connecting cilium",21,16,10.96,"0.02173"
"20","GO:0060076","excitatory synapse",66,43,34.46,"0.02257"
