"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0032793","positive regulation of CREB transcription factor activity",12,2,0.06,"0.0016"
"2","GO:0035774","positive regulation of insulin secretion involved in cellula...",20,2,0.1,"0.0044"
"3","GO:0070073","clustering of voltage-gated calcium channels",1,1,0.01,"0.0050"
"4","GO:0021797","forebrain anterior/posterior pattern specification",1,1,0.01,"0.0050"
"5","GO:0071377","cellular response to glucagon stimulus",1,1,0.01,"0.0050"
"6","GO:1902338","negative regulation of apoptotic process involved in morphog...",1,1,0.01,"0.0050"
"7","GO:0034199","activation of protein kinase A activity",1,1,0.01,"0.0050"
"8","GO:0034699","response to luteinizing hormone",1,1,0.01,"0.0050"
"9","GO:1904609","cellular response to monosodium L-glutamate",1,1,0.01,"0.0050"
"10","GO:0021541","ammon gyrus development",1,1,0.01,"0.0050"
"11","GO:0098977","inhibitory chemical synaptic transmission",1,1,0.01,"0.0050"
"12","GO:1905413","regulation of dense core granule exocytosis",1,1,0.01,"0.0050"
"13","GO:0055107","Golgi to secretory granule transport",1,1,0.01,"0.0050"
"14","GO:1900273","positive regulation of long-term synaptic potentiation",23,2,0.12,"0.0058"
"15","GO:0060292","long-term synaptic depression",27,2,0.14,"0.0079"
"16","GO:0051094","positive regulation of developmental process",596,8,2.99,"0.0080"
"17","GO:0032228","regulation of synaptic transmission, GABAergic",28,2,0.14,"0.0085"
"18","GO:0120036","plasma membrane bounded cell projection organization",886,10,4.44,"0.0095"
"19","GO:0060939","epicardium-derived cardiac fibroblast cell development",2,1,0.01,"0.0100"
"20","GO:0007181","transforming growth factor beta receptor complex assembly",2,1,0.01,"0.0100"
