"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0061202","clathrin-sculpted gamma-aminobutyric acid transport vesicle ...",2,2,0.07,"0.0012"
"2","GO:0033179","proton-transporting V-type ATPase, V0 domain",7,3,0.24,"0.0012"
"3","GO:0016607","nuclear speck",195,15,6.63,"0.0025"
"4","GO:0005886","plasma membrane",1909,88,64.87,"0.0026"
"5","GO:0055028","cortical microtubule",3,2,0.1,"0.0034"
"6","GO:0060077","inhibitory synapse",23,4,0.78,"0.0069"
"7","GO:0098889","intrinsic component of presynaptic membrane",87,8,2.96,"0.0092"
"8","GO:0071010","prespliceosome",14,3,0.48,"0.0107"
"9","GO:0071004","U2-type prespliceosome",14,3,0.48,"0.0107"
"10","GO:0005967","mitochondrial pyruvate dehydrogenase complex",5,2,0.17,"0.0107"
"11","GO:0098982","GABA-ergic synapse",90,8,3.06,"0.0111"
"12","GO:0034702","ion channel complex",171,12,5.81,"0.0134"
"13","GO:0030672","synaptic vesicle membrane",94,8,3.19,"0.0143"
"14","GO:0099501","exocytic vesicle membrane",94,8,3.19,"0.0143"
"15","GO:0030658","transport vesicle membrane",114,9,3.87,"0.0152"
"16","GO:0005685","U1 snRNP",16,3,0.54,"0.0156"
"17","GO:0030532","small nuclear ribonucleoprotein complex",44,5,1.5,"0.0160"
"18","GO:0048786","presynaptic active zone",78,7,2.65,"0.0163"
"19","GO:0099056","integral component of presynaptic membrane",78,7,2.65,"0.0163"
"20","GO:0098793","presynapse",424,27,14.41,"0.0166"
