"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0060083","smooth muscle contraction involved in micturition",2,2,0.06,"0.0010"
"2","GO:0006423","cysteinyl-tRNA aminoacylation",2,2,0.06,"0.0010"
"3","GO:0007268","chemical synaptic transmission",482,28,15.31,"0.0013"
"4","GO:2000809","positive regulation of synaptic vesicle clustering",8,3,0.25,"0.0016"
"5","GO:0050877","nervous system process",493,28,15.66,"0.0018"
"6","GO:0006862","nucleotide transport",10,3,0.32,"0.0032"
"7","GO:0060216","definitive hemopoiesis",10,3,0.32,"0.0032"
"8","GO:0061001","regulation of dendritic spine morphogenesis",49,6,1.56,"0.0043"
"9","GO:0099519","dense core granule cytoskeletal transport",11,3,0.35,"0.0043"
"10","GO:0016973","poly(A)+ mRNA export from nucleus",11,3,0.35,"0.0043"
"11","GO:0007026","negative regulation of microtubule depolymerization",22,4,0.7,"0.0046"
"12","GO:0099601","regulation of neurotransmitter receptor activity",51,6,1.62,"0.0052"
"13","GO:0044027","hypermethylation of CpG island",4,2,0.13,"0.0058"
"14","GO:0051988","regulation of attachment of spindle microtubules to kinetochore",4,2,0.13,"0.0058"
"15","GO:0048690","regulation of axon extension involved in regeneration",4,2,0.13,"0.0058"
"16","GO:0047496","vesicle transport along microtubule",37,5,1.18,"0.0059"
"17","GO:0035637","multicellular organismal signaling",69,7,2.19,"0.0060"
"18","GO:0061024","membrane organization",370,21,11.75,"0.0068"
"19","GO:0035640","exploration behavior",25,4,0.79,"0.0074"
"20","GO:0043484","regulation of RNA splicing",109,9,3.46,"0.0076"
