"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",422,27,13.22,"0.00029"
"2","GO:0035327","transcriptionally active chromatin",13,4,0.41,"0.00054"
"3","GO:0014069","postsynaptic density",331,22,10.37,"0.00065"
"4","GO:0098797","plasma membrane protein complex",258,18,8.08,"0.00117"
"5","GO:0030425","dendrite",528,29,16.54,"0.00200"
"6","GO:0043194","axon initial segment",18,4,0.56,"0.00203"
"7","GO:0099056","integral component of presynaptic membrane",78,8,2.44,"0.00290"
"8","GO:0099634","postsynaptic specialization membrane",100,9,3.13,"0.00396"
"9","GO:0036449","microtubule minus-end",4,2,0.13,"0.00562"
"10","GO:0030027","lamellipodium",110,9,3.45,"0.00739"
"11","GO:0030672","synaptic vesicle membrane",94,8,2.94,"0.00901"
"12","GO:0097427","microtubule bundle",5,2,0.16,"0.00918"
"13","GO:0030132","clathrin coat of coated pit",15,3,0.47,"0.01044"
"14","GO:0098839","postsynaptic density membrane",79,7,2.47,"0.01154"
"15","GO:0044297","cell body",521,26,16.32,"0.01169"
"16","GO:0031252","cell leading edge",253,19,7.93,"0.01189"
"17","GO:0099092","postsynaptic density, intracellular component",29,4,0.91,"0.01203"
"18","GO:0030119","AP-type membrane coat adaptor complex",30,4,0.94,"0.01355"
"19","GO:0098948","intrinsic component of postsynaptic specialization membrane",82,7,2.57,"0.01400"
"20","GO:0031253","cell projection membrane",144,10,4.51,"0.01472"
