"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004351","glutamate decarboxylase activity",2,2,0.07,"0.0011"
"2","GO:0046961","proton-transporting ATPase activity, rotational mechanism",17,4,0.58,"0.0022"
"3","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity",3,2,0.1,"0.0034"
"4","GO:0043184","vascular endothelial growth factor receptor 2 binding",4,2,0.14,"0.0066"
"5","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity",13,3,0.44,"0.0086"
"6","GO:0140097","catalytic activity, acting on DNA",59,6,2,"0.0145"
"7","GO:0005154","epidermal growth factor receptor binding",16,3,0.54,"0.0156"
"8","GO:0015643","toxic substance binding",6,2,0.2,"0.0157"
"9","GO:0043621","protein self-association",30,4,1.02,"0.0178"
"10","GO:0008022","protein C-terminus binding",141,10,4.79,"0.0214"
"11","GO:0005283","amino acid:sodium symporter activity",7,2,0.24,"0.0216"
"12","GO:0005216","ion channel activity",190,12,6.45,"0.0280"
"13","GO:0034061","DNA polymerase activity",8,2,0.27,"0.0281"
"14","GO:0004521","endoribonuclease activity",20,3,0.68,"0.0288"
"15","GO:0035254","glutamate receptor binding",52,5,1.77,"0.0308"
"16","GO:0005261","cation channel activity",150,10,5.1,"0.0312"
"17","GO:0008017","microtubule binding",150,10,5.1,"0.0312"
"18","GO:0019894","kinesin binding",36,4,1.22,"0.0326"
"19","GO:1990448","exon-exon junction complex binding",1,1,0.03,"0.0340"
"20","GO:0043739","G/U mismatch-specific uracil-DNA glycosylase activity",1,1,0.03,"0.0340"
