"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:2000463","positive regulation of excitatory postsynaptic potential",32,17,6.11,"1.6e-05"
"2","GO:0045824","negative regulation of innate immune response",15,10,2.86,"7.3e-05"
"3","GO:0048814","regulation of dendrite morphogenesis",70,26,13.37,"0.00030"
"4","GO:0008344","adult locomotory behavior",68,25,12.98,"0.00046"
"5","GO:0048172","regulation of short-term neuronal synaptic plasticity",18,10,3.44,"0.00061"
"6","GO:0019226","transmission of nerve impulse",44,18,8.4,"0.00066"
"7","GO:0031532","actin cytoskeleton reorganization",55,21,10.5,"0.00073"
"8","GO:0060384","innervation",19,10,3.63,"0.00107"
"9","GO:0030100","regulation of endocytosis",140,42,26.73,"0.00114"
"10","GO:0007229","integrin-mediated signaling pathway",32,14,6.11,"0.00119"
"11","GO:0071313","cellular response to caffeine",4,4,0.76,"0.00132"
"12","GO:0048690","regulation of axon extension involved in regeneration",4,4,0.76,"0.00132"
"13","GO:0090315","negative regulation of protein targeting to membrane",4,4,0.76,"0.00132"
"14","GO:0010770","positive regulation of cell morphogenesis involved in differ...",69,24,13.17,"0.00147"
"15","GO:0097120","receptor localization to synapse",62,22,11.84,"0.00171"
"16","GO:0035023","regulation of Rho protein signal transduction",62,22,11.84,"0.00171"
"17","GO:0007528","neuromuscular junction development",40,16,7.64,"0.00173"
"18","GO:0086091","regulation of heart rate by cardiac conduction",14,8,2.67,"0.00173"
"19","GO:0007044","cell-substrate junction assembly",58,24,11.07,"0.00174"
"20","GO:0007416","synapse assembly",130,43,24.82,"0.00207"
