"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",29,11,2.37,"8.6e-06"
"2","GO:0005234","extracellularly glutamate-gated ion channel activity",6,5,0.49,"2.0e-05"
"3","GO:0005509","calcium ion binding",234,38,19.09,"2.7e-05"
"4","GO:0097110","scaffold protein binding",47,13,3.83,"6.5e-05"
"5","GO:0005516","calmodulin binding",107,21,8.73,"0.00012"
"6","GO:0004888","transmembrane signaling receptor activity",182,37,14.85,"0.00022"
"7","GO:0005267","potassium channel activity",60,14,4.9,"0.00025"
"8","GO:0008201","heparin binding",51,12,4.16,"0.00064"
"9","GO:0030165","PDZ domain binding",73,15,5.96,"0.00067"
"10","GO:0099106","ion channel regulator activity",61,13,4.98,"0.00105"
"11","GO:0051018","protein kinase A binding",34,9,2.77,"0.00123"
"12","GO:0031821","G protein-coupled serotonin receptor binding",7,4,0.57,"0.00126"
"13","GO:0015081","sodium ion transmembrane transporter activity",64,13,5.22,"0.00167"
"14","GO:0005254","chloride channel activity",29,8,2.37,"0.00172"
"15","GO:0030552","cAMP binding",12,5,0.98,"0.00173"
"16","GO:0031683","G-protein beta/gamma-subunit complex binding",12,5,0.98,"0.00173"
"17","GO:0008191","metalloendopeptidase inhibitor activity",4,3,0.33,"0.00203"
"18","GO:0004971","AMPA glutamate receptor activity",4,3,0.33,"0.00203"
"19","GO:0005042","netrin receptor activity",4,3,0.33,"0.00203"
"20","GO:0099094","ligand-gated cation channel activity",34,11,2.77,"0.00211"
