"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating",3,2,0.07,"0.0017"
"2","GO:0050135","NAD(P)+ nucleosidase activity",3,2,0.07,"0.0017"
"3","GO:0046873","metal ion transmembrane transporter activity",196,12,4.77,"0.0029"
"4","GO:0009931","calcium-dependent protein serine/threonine kinase activity",4,2,0.1,"0.0034"
"5","GO:0015294","solute:cation symporter activity",30,4,0.73,"0.0057"
"6","GO:0005216","ion channel activity",190,11,4.63,"0.0065"
"7","GO:0005261","cation channel activity",150,9,3.65,"0.0108"
"8","GO:0016247","channel regulator activity",77,6,1.88,"0.0109"
"9","GO:0015370","solute:sodium symporter activity",20,3,0.49,"0.0119"
"10","GO:0022836","gated channel activity",153,9,3.73,"0.0122"
"11","GO:0005540","hyaluronic acid binding",8,2,0.19,"0.0150"
"12","GO:0005005","transmembrane-ephrin receptor activity",8,2,0.19,"0.0150"
"13","GO:1990446","U1 snRNP binding",8,2,0.19,"0.0150"
"14","GO:0043395","heparan sulfate proteoglycan binding",8,2,0.19,"0.0150"
"15","GO:0099106","ion channel regulator activity",61,5,1.49,"0.0160"
"16","GO:0043177","organic acid binding",42,4,1.02,"0.0185"
"17","GO:0015271","outward rectifier potassium channel activity",9,2,0.22,"0.0190"
"18","GO:0005003","ephrin receptor activity",9,2,0.22,"0.0190"
"19","GO:0031402","sodium ion binding",9,2,0.22,"0.0190"
"20","GO:0015081","sodium ion transmembrane transporter activity",64,5,1.56,"0.0194"
