"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0007626","locomotory behavior",161,17,5.72,"5.3e-05"
"2","GO:0071277","cellular response to calcium ion",53,9,1.88,"8.9e-05"
"3","GO:1905477","positive regulation of protein localization to membrane",60,9,2.13,"0.00024"
"4","GO:0099560","synaptic membrane adhesion",27,6,0.96,"0.00030"
"5","GO:0140029","exocytic process",64,9,2.28,"0.00039"
"6","GO:1901843","positive regulation of high voltage-gated calcium channel activity",5,3,0.18,"0.00042"
"7","GO:2000987","positive regulation of behavioral fear response",5,3,0.18,"0.00042"
"8","GO:0071805","potassium ion transmembrane transport",111,12,3.95,"0.00054"
"9","GO:0060291","long-term synaptic potentiation",81,10,2.88,"0.00055"
"10","GO:0099151","regulation of postsynaptic density assembly",12,4,0.43,"0.00062"
"11","GO:0007605","sensory perception of sound",69,9,2.45,"0.00069"
"12","GO:2000310","regulation of NMDA receptor activity",21,5,0.75,"0.00070"
"13","GO:2000311","regulation of AMPA receptor activity",21,5,0.75,"0.00070"
"14","GO:0051965","positive regulation of synapse assembly",56,8,1.99,"0.00074"
"15","GO:0060004","reflex",13,4,0.46,"0.00087"
"16","GO:0086002","cardiac muscle cell action potential involved in contraction",22,5,0.78,"0.00087"
"17","GO:0070588","calcium ion transmembrane transport",130,15,4.62,"0.00093"
"18","GO:1905606","regulation of presynapse assembly",23,5,0.82,"0.00109"
"19","GO:0034765","regulation of ion transmembrane transport",288,33,10.24,"0.00111"
"20","GO:0060079","excitatory postsynaptic potential",68,11,2.42,"0.00123"
