"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",422,42,14.93,"5.7e-10"
"2","GO:0099061","integral component of postsynaptic density membrane",58,11,2.05,"4.6e-06"
"3","GO:0043025","neuronal cell body",467,38,16.52,"9.9e-06"
"4","GO:0030424","axon",509,42,18.01,"3.4e-05"
"5","GO:0098685","Schaffer collateral - CA1 synapse",98,12,3.47,"0.00016"
"6","GO:0099055","integral component of postsynaptic membrane",122,20,4.32,"0.00029"
"7","GO:0098982","GABA-ergic synapse",90,11,3.18,"0.00031"
"8","GO:0001518","voltage-gated sodium channel complex",11,4,0.39,"0.00041"
"9","GO:0099092","postsynaptic density, intracellular component",29,6,1.03,"0.00044"
"10","GO:0016021","integral component of membrane",1744,108,61.71,"0.00056"
"11","GO:0042383","sarcolemma",78,12,2.76,"0.00076"
"12","GO:0099056","integral component of presynaptic membrane",78,12,2.76,"0.00117"
"13","GO:1990513","CLOCK-BMAL transcription complex",2,2,0.07,"0.00125"
"14","GO:1990454","L-type voltage-gated calcium channel complex",7,3,0.25,"0.00138"
"15","GO:0044305","calyx of Held",25,5,0.88,"0.00158"
"16","GO:0043197","dendritic spine",163,14,5.77,"0.00183"
"17","GO:0098688","parallel fiber to Purkinje cell synapse",26,5,0.92,"0.00190"
"18","GO:0008076","voltage-gated potassium channel complex",51,7,1.8,"0.00195"
"19","GO:0060076","excitatory synapse",66,11,2.34,"0.00238"
"20","GO:0034702","ion channel complex",171,24,6.05,"0.00238"
