"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004667","prostaglandin-D synthase activity",2,1,0,"0.00058"
"2","GO:0019002","GMP binding",3,1,0,"0.00087"
"3","GO:0005501","retinoid binding",5,1,0,"0.00145"
"4","GO:0016208","AMP binding",7,1,0,"0.00202"
"5","GO:0005504","fatty acid binding",17,1,0,"0.00491"
"6","GO:0030145","manganese ion binding",27,1,0.01,"0.00779"
"7","GO:0008081","phosphoric diester hydrolase activity",41,1,0.01,"0.01182"
"8","GO:0042578","phosphoric ester hydrolase activity",179,1,0.05,"0.05110"
"9","GO:0016788","hydrolase activity, acting on ester bonds",308,1,0.09,"0.08709"
"10","GO:0036094","small molecule binding",1110,2,0.32,"0.15940"
"11","GO:0016787","hydrolase activity",1002,1,0.29,"0.26879"
"12","GO:0003824","catalytic activity",2374,2,0.69,"0.34307"
"13","GO:0019840","isoprenoid binding",6,1,0,"1.00000"
"14","GO:0032549","ribonucleoside binding",182,1,0.05,"1.00000"
"15","GO:0032559","adenyl ribonucleotide binding",731,1,0.21,"1.00000"
"16","GO:0046872","metal ion binding",1531,1,0.44,"1.00000"
"17","GO:0016853","isomerase activity",67,1,0.02,"1.00000"
"18","GO:0017076","purine nucleotide binding",900,1,0.26,"1.00000"
"19","GO:0031406","carboxylic acid binding",68,1,0.02,"1.00000"
"20","GO:0030554","adenyl nucleotide binding",737,1,0.21,"1.00000"
