"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005615","extracellular space",289,2,0.12,"0.0048"
"2","GO:0005791","rough endoplasmic reticulum",47,1,0.02,"0.0198"
"3","GO:0005667","transcription regulator complex",197,1,0.08,"0.0811"
"4","GO:0005794","Golgi apparatus",792,1,0.34,"0.2993"
"5","GO:0005783","endoplasmic reticulum",857,1,0.36,"0.3208"
"6","GO:0005739","mitochondrion",914,1,0.39,"0.3392"
"7","GO:0005634","nucleus",3262,2,1.38,"0.4406"
"8","GO:0005654","nucleoplasm",1750,1,0.74,"0.5730"
"9","GO:0031981","nuclear lumen",1944,1,0.82,"0.6179"
"10","GO:0012505","endomembrane system",1975,1,0.84,"0.6248"
"11","GO:0070013","intracellular organelle lumen",2136,1,0.9,"0.6592"
"12","GO:0043233","organelle lumen",2142,1,0.91,"0.6604"
"13","GO:0031974","membrane-enclosed lumen",2142,1,0.91,"0.6604"
"14","GO:0032991","protein-containing complex",2668,1,1.13,"0.7577"
"15","GO:0043231","intracellular membrane-bounded organelle",4923,2,2.08,"0.7774"
"16","GO:0005737","cytoplasm",5079,2,2.15,"0.8048"
"17","GO:0043227","membrane-bounded organelle",5171,2,2.19,"0.8204"
"18","GO:0043229","intracellular organelle",5353,2,2.27,"0.8499"
"19","GO:0016020","membrane",3406,1,1.44,"0.8600"
"20","GO:0043226","organelle",5647,2,2.39,"0.8931"
