"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004667","prostaglandin-D synthase activity",2,1,0,"0.0032"
"2","GO:0004117","calmodulin-dependent cyclic-nucleotide phosphodiesterase activity",3,1,0,"0.0047"
"3","GO:0048101","calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity",3,1,0,"0.0047"
"4","GO:0030274","LIM domain binding",5,1,0.01,"0.0079"
"5","GO:0005501","retinoid binding",5,1,0.01,"0.0079"
"6","GO:0005516","calmodulin binding",107,2,0.17,"0.0118"
"7","GO:0070001","aspartic-type peptidase activity",12,1,0.02,"0.0188"
"8","GO:0004190","aspartic-type endopeptidase activity",12,1,0.02,"0.0188"
"9","GO:0030552","cAMP binding",13,1,0.02,"0.0204"
"10","GO:0005504","fatty acid binding",17,1,0.03,"0.0266"
"11","GO:0030551","cyclic nucleotide binding",17,1,0.03,"0.0266"
"12","GO:0033293","monocarboxylic acid binding",24,1,0.04,"0.0373"
"13","GO:0050681","androgen receptor binding",24,1,0.04,"0.0373"
"14","GO:0001046","core promoter sequence-specific DNA binding",29,1,0.05,"0.0450"
"15","GO:0035255","ionotropic glutamate receptor binding",30,1,0.05,"0.0465"
"16","GO:0043621","protein self-association",31,1,0.05,"0.0480"
"17","GO:0140110","transcription regulator activity",634,3,1,"0.0716"
"18","GO:0035254","glutamate receptor binding",52,1,0.08,"0.0793"
"19","GO:0031406","carboxylic acid binding",62,1,0.1,"0.0939"
"20","GO:0008134","transcription factor binding",352,2,0.56,"0.1039"
