"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005667","transcription regulator complex",197,2,0.31,"0.036"
"2","GO:0031252","cell leading edge",253,2,0.39,"0.057"
"3","GO:0005791","rough endoplasmic reticulum",47,1,0.07,"0.071"
"4","GO:0099061","integral component of postsynaptic density membrane",58,1,0.09,"0.087"
"5","GO:0099146","intrinsic component of postsynaptic density membrane",64,1,0.1,"0.095"
"6","GO:0060076","excitatory synapse",66,1,0.1,"0.098"
"7","GO:0099060","integral component of postsynaptic specialization membrane",76,1,0.12,"0.112"
"8","GO:0098839","postsynaptic density membrane",79,1,0.12,"0.116"
"9","GO:0098948","intrinsic component of postsynaptic specialization membrane",82,1,0.13,"0.120"
"10","GO:0090575","RNA polymerase II transcription regulator complex",83,1,0.13,"0.122"
"11","GO:0099634","postsynaptic specialization membrane",100,1,0.16,"0.145"
"12","GO:0099055","integral component of postsynaptic membrane",122,1,0.19,"0.174"
"13","GO:0098936","intrinsic component of postsynaptic membrane",131,1,0.2,"0.186"
"14","GO:0099699","integral component of synaptic membrane",162,1,0.25,"0.225"
"15","GO:0099240","intrinsic component of synaptic membrane",178,1,0.28,"0.244"
"16","GO:0000323","lytic vacuole",219,1,0.34,"0.292"
"17","GO:0005764","lysosome",219,1,0.34,"0.292"
"18","GO:0005929","cilium",221,1,0.34,"0.295"
"19","GO:0045211","postsynaptic membrane",234,1,0.36,"0.309"
"20","GO:0005773","vacuole",271,1,0.42,"0.349"
