"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005043","netrin receptor activity involved in chemorepulsion",1,1,0,"0.0012"
"2","GO:0102140","heparan sulfate N-deacetylase activity",1,1,0,"0.0012"
"3","GO:0015016","[heparan sulfate]-glucosamine N-sulfotransferase activity",2,1,0,"0.0023"
"4","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",358,3,0.41,"0.0063"
"5","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",150,2,0.17,"0.0120"
"6","GO:0001216","DNA-binding transcription activator activity",151,2,0.17,"0.0121"
"7","GO:0070888","E-box binding",19,1,0.02,"0.0217"
"8","GO:0005125","cytokine activity",20,1,0.02,"0.0229"
"9","GO:0140658","ATP-dependent chromatin remodeler activity",23,1,0.03,"0.0263"
"10","GO:0003678","DNA helicase activity",27,1,0.03,"0.0308"
"11","GO:1990841","promoter-specific chromatin binding",38,1,0.04,"0.0431"
"12","GO:0003682","chromatin binding",326,2,0.38,"0.0512"
"13","GO:0008094","ATP-dependent activity, acting on DNA",51,1,0.06,"0.0574"
"14","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",359,2,0.41,"0.0609"
"15","GO:0003700","DNA-binding transcription factor activity",381,2,0.44,"0.0678"
"16","GO:0004386","helicase activity",71,1,0.08,"0.0791"
"17","GO:0048018","receptor ligand activity",75,1,0.09,"0.0834"
"18","GO:0030546","signaling receptor activator activity",79,1,0.09,"0.0877"
"19","GO:0140097","catalytic activity, acting on DNA",85,1,0.1,"0.0941"
"20","GO:0030545","signaling receptor regulator activity",90,1,0.1,"0.0994"
