"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005008","hepatocyte growth factor-activated receptor activity",1,1,0.01,"0.0063"
"2","GO:0005055","laminin receptor activity",1,1,0.01,"0.0063"
"3","GO:0016429","tRNA (adenine-N1-)-methyltransferase activity",1,1,0.01,"0.0063"
"4","GO:0003735","structural constituent of ribosome",120,4,0.76,"0.0068"
"5","GO:0004667","prostaglandin-D synthase activity",2,1,0.01,"0.0126"
"6","GO:0008117","sphinganine-1-phosphate aldolase activity",2,1,0.01,"0.0126"
"7","GO:0046982","protein heterodimerization activity",149,4,0.94,"0.0142"
"8","GO:0043621","protein self-association",30,2,0.19,"0.0153"
"9","GO:0001093","TFIIB-class transcription factor binding",3,1,0.02,"0.0189"
"10","GO:0044323","retinoic acid-responsive element binding",3,1,0.02,"0.0189"
"11","GO:0003680","minor groove of adenine-thymine-rich DNA binding",3,1,0.02,"0.0189"
"12","GO:0016832","aldehyde-lyase activity",4,1,0.03,"0.0251"
"13","GO:0005004","GPI-linked ephrin receptor activity",5,1,0.03,"0.0313"
"14","GO:0106222","long noncoding RNA binding",5,1,0.03,"0.0313"
"15","GO:0045503","dynein light chain binding",5,1,0.03,"0.0313"
"16","GO:0045504","dynein heavy chain binding",5,1,0.03,"0.0313"
"17","GO:0005501","retinoid binding",5,1,0.03,"0.0313"
"18","GO:0019843","rRNA binding",44,2,0.28,"0.0314"
"19","GO:0008013","beta-catenin binding",48,2,0.3,"0.0368"
"20","GO:0071837","HMG box domain binding",6,1,0.04,"0.0375"
